Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
,Medium Value,122.46,144.94,72.7,73.9,Yes
,Low Value,156.74,244.49,56.5,53.6,Yes
Control,Low Value,203.79,220.74,53.8,73.9,No
Treatment,Low Value,163.3,280.53,70.3,39.6,No
,Medium Value,197.74,239.44,67.9,82.8,Yes
Treatment,,199.42,318.97,76.3,90.4,No
Treatment,Low Value,287.18,442.6,62.4,76.0,No
,Medium Value,203.79,345.37,64.6,82.1,No
Treatment,High Value,274.61,434.76,88.7,100.0,No
Control,Medium Value,214.18,246.12,72.1,80.8,No
Control,Low Value,206.31,243.52,70.3,48.0,No
,Medium Value,106.32,150.84,73.7,73.9,Yes
Treatment,Medium Value,203.79,462.23,74.8,63.3,No
Control,,186.49,218.76,61.5,57.3,Yes
Control,Medium Value,281.65,330.42,68.9,83.2,No
Treatment,High Value,311.57,477.37,73.7,66.8,
Treatment,,203.79,164.55,56.5,65.3,No
,High Value,236.66,360.51,70.3,73.9,Yes
Treatment,Medium Value,240.81,379.88,86.0,85.3,No
Treatment,Medium Value,226.72,280.53,52.9,52.8,No
,Low Value,198.0,242.26,70.0,76.0,No
Treatment,,203.79,280.53,55.6,59.1,No
Control,High Value,203.79,280.53,87.9,86.6,No
,High Value,297.87,355.46,95.2,100.0,
Control,Low Value,216.3,245.14,70.3,67.6,
Treatment,High Value,254.21,377.22,100.0,100.0,Yes
Control,,203.79,161.06,70.3,74.4,No
Control,Medium Value,301.22,369.65,27.0,65.3,No
Control,Low Value,194.06,223.05,54.9,73.9,Yes
,,289.78,348.7,84.6,100.0,No
Treatment,Medium Value,132.36,280.53,78.2,78.1,Yes
Treatment,,147.15,231.9,51.4,62.5,Yes
Control,,316.72,404.48,77.2,92.2,No
Control,,178.49,202.84,65.4,55.4,Yes
Treatment,,140.55,215.15,100.0,100.0,Yes
,High Value,202.79,316.97,93.2,100.0,Yes
Treatment,High Value,198.14,306.0,100.0,100.0,Yes
Control,Low Value,231.44,281.1,51.7,50.3,No
Treatment,Medium Value,251.17,392.89,70.3,73.9,No
Control,Low Value,149.58,186.48,47.2,52.8,No
Control,Medium Value,203.35,280.53,70.3,52.7,Yes
Treatment,Medium Value,237.93,370.5,86.0,80.7,Yes
Control,Low Value,216.91,261.63,64.1,62.9,No
Treatment,Low Value,151.03,229.9,40.2,73.9,No
Control,,174.23,208.05,80.9,67.6,Yes
Treatment,Medium Value,316.72,477.37,56.7,56.5,No
Control,,202.95,236.62,70.2,87.0,Yes
Control,High Value,316.72,388.53,100.0,100.0,No
Treatment,Medium Value,226.83,346.18,70.3,100.0,No
Treatment,,249.54,387.31,67.5,73.9,No
Treatment,Low Value,227.33,349.16,55.9,75.4,No
Treatment,Low Value,203.63,324.05,70.3,54.9,Yes
Control,,223.03,255.62,70.1,85.7,Yes
,Medium Value,149.03,217.65,70.1,72.0,No
Treatment,High Value,238.16,361.24,87.0,100.0,Yes
Control,,214.07,250.43,70.3,88.4,Yes
Treatment,Low Value,178.06,274.01,62.9,73.9,Yes
Treatment,,223.14,331.8,73.8,77.0,Yes
Control,,248.06,295.47,100.0,100.0,No
Treatment,Low Value,223.38,335.02,54.8,46.1,Yes
,Medium Value,213.01,328.77,58.3,54.1,No
,,287.94,454.57,96.2,100.0,No
Treatment,,195.22,306.78,56.2,73.9,Yes
Treatment,Low Value,203.79,305.94,56.1,65.7,No
Treatment,,307.23,470.77,70.3,76.0,
Control,High Value,177.03,225.89,84.9,91.5,No
Treatment,Low Value,185.31,289.91,70.3,46.8,No
Control,Low Value,110.86,133.47,70.3,73.9,Yes
Control,Low Value,198.7,240.85,60.6,56.2,No
Control,High Value,229.35,275.19,98.5,73.9,Yes
Control,High Value,245.49,294.5,86.6,100.0,Yes
Treatment,High Value,203.79,287.66,96.4,100.0,
Treatment,,162.51,251.73,50.6,73.9,No
Treatment,Medium Value,220.97,337.93,70.3,90.9,Yes
Control,Low Value,125.53,147.08,70.3,57.5,Yes
Treatment,High Value,277.89,280.53,100.0,100.0,
,Medium Value,149.51,235.51,81.9,100.0,Yes
Treatment,Medium Value,210.7,317.64,77.0,70.5,No
Control,High Value,213.02,280.53,81.2,73.9,Yes
Control,Medium Value,203.79,217.26,54.7,66.4,Yes
Treatment,,139.6,207.38,60.3,43.6,No
,High Value,243.82,291.61,79.2,75.1,
Control,,203.79,181.53,100.0,94.4,Yes
Treatment,Medium Value,220.3,332.0,78.8,93.8,
Control,,197.73,242.15,93.1,99.8,No
Control,Medium Value,208.18,280.53,67.5,67.1,No
Treatment,,132.19,203.36,81.7,73.9,Yes
Control,Medium Value,263.5,318.18,70.3,86.9,Yes
Control,Medium Value,263.48,307.72,74.2,78.7,Yes
Control,,207.19,252.3,97.3,73.9,No
Control,Low Value,316.72,388.98,58.1,55.0,Yes
Control,Low Value,228.44,290.07,70.3,65.8,No
Control,,203.15,241.33,61.6,73.9,Yes
Control,High Value,205.46,280.53,90.0,73.8,No
Control,High Value,199.28,227.34,100.0,100.0,No
Treatment,Medium Value,184.64,277.42,70.3,75.4,No
Treatment,Low Value,181.05,286.51,55.7,62.3,Yes
Treatment,Medium Value,115.37,171.25,99.6,99.8,No
Treatment,High Value,167.27,252.11,70.3,90.6,Yes
Control,High Value,311.5,382.88,88.5,84.5,
Treatment,Low Value,238.82,373.58,54.1,58.4,Yes
Treatment,High Value,316.72,477.37,75.4,79.4,
,High Value,261.16,280.53,70.3,86.1,No
Control,High Value,295.93,354.12,97.3,91.6,No
Control,Low Value,139.02,154.22,70.3,46.0,
Control,,270.72,322.38,92.8,100.0,No
,,126.21,143.92,70.3,58.3,Yes
Treatment,Low Value,154.22,244.06,48.8,73.9,No
Control,Medium Value,316.72,397.92,58.6,78.8,No
Treatment,Medium Value,194.42,294.6,70.7,69.3,Yes
Treatment,,203.79,282.22,48.6,62.8,Yes
,Medium Value,262.54,315.64,63.0,65.3,Yes
Treatment,Low Value,196.15,312.41,53.7,62.4,Yes
,Medium Value,167.68,250.15,66.2,69.4,Yes
Control,Low Value,203.85,280.53,43.1,39.3,No
Treatment,High Value,286.43,450.87,83.9,73.9,Yes
Treatment,High Value,254.69,392.05,88.9,100.0,No
Treatment,Medium Value,260.08,403.13,62.8,62.3,Yes
Control,High Value,265.86,318.93,94.7,92.7,No
,Low Value,198.9,234.34,55.3,73.9,Yes
Control,Medium Value,215.72,253.27,62.1,73.9,No
Treatment,High Value,240.0,361.51,98.8,73.9,No
Control,High Value,222.88,256.88,100.0,100.0,Yes
Treatment,Medium Value,191.88,279.87,73.5,73.9,Yes
Control,,269.54,280.53,88.6,85.8,No
Treatment,,316.72,477.37,70.3,73.9,Yes
Control,,203.79,154.17,64.8,62.3,Yes
Control,High Value,316.72,440.98,80.0,94.9,No
,,275.67,427.18,92.5,100.0,No
,High Value,264.29,304.01,83.3,100.0,Yes
Treatment,High Value,182.48,273.78,56.2,68.5,No
Control,Medium Value,203.79,210.87,93.4,97.4,No
Control,Low Value,230.75,268.53,67.8,76.0,Yes
Treatment,Low Value,204.35,318.86,55.1,59.9,Yes
Treatment,,158.28,242.65,70.3,84.4,Yes
,High Value,195.83,292.85,100.0,73.9,Yes
Control,Low Value,169.57,204.47,70.3,55.6,Yes
Treatment,High Value,195.47,298.26,70.3,97.3,Yes
Control,Low Value,202.63,236.02,65.3,67.6,Yes
Treatment,,165.16,256.54,61.2,73.9,Yes
Treatment,,250.35,397.1,50.8,62.0,Yes
Treatment,Medium Value,88.04,117.56,99.1,30.2,No
,Medium Value,259.03,392.21,77.9,73.7,
Treatment,,316.72,477.37,93.9,90.3,No
Treatment,Medium Value,250.87,388.37,65.0,87.5,Yes
,Low Value,203.85,243.77,46.2,48.5,No
Treatment,High Value,209.08,316.04,88.3,100.0,No
Control,Low Value,145.44,172.32,70.3,73.9,Yes
Treatment,Medium Value,270.92,408.97,89.8,93.6,Yes
Treatment,High Value,203.79,369.29,94.7,92.5,No
Treatment,,142.47,211.35,100.0,97.9,Yes
Control,Medium Value,143.95,280.53,86.8,83.5,Yes
Control,Medium Value,124.07,147.05,70.3,89.8,No
Treatment,Medium Value,266.12,425.56,58.3,94.5,Yes
Control,Medium Value,169.11,190.07,68.9,60.5,No
Treatment,,257.75,404.62,70.3,77.6,No
,Medium Value,195.95,302.07,44.1,51.1,Yes
Control,,292.15,320.26,80.0,73.9,
Control,Medium Value,203.2,238.25,68.9,66.0,
Control,,266.0,336.89,62.2,61.3,No
Control,High Value,189.47,280.53,70.3,100.0,Yes
Treatment,Low Value,161.37,256.33,58.3,69.1,No
Control,Medium Value,192.99,280.53,70.0,84.8,Yes
Control,High Value,285.28,332.56,65.9,84.4,No
Treatment,High Value,180.7,281.47,84.1,70.6,Yes
Control,Low Value,171.61,205.27,70.3,76.0,No
Control,,205.39,242.75,64.4,71.5,Yes
Control,Medium Value,203.79,271.49,70.3,48.2,Yes
Control,Medium Value,203.79,224.9,59.6,70.7,Yes
,High Value,267.12,414.57,70.3,93.1,No
Treatment,,203.79,277.29,73.2,93.0,
Control,,271.34,328.29,73.5,75.3,No
Control,Medium Value,248.68,294.11,62.3,72.9,No
Treatment,Medium Value,186.21,289.03,75.5,85.3,Yes
,Low Value,231.66,267.87,50.8,46.3,Yes
Control,Low Value,144.49,160.82,55.9,70.0,No
,,204.28,239.77,60.1,58.2,No
Control,Medium Value,176.41,280.53,77.7,70.6,No
,Medium Value,233.53,276.86,77.6,92.7,No
Control,High Value,227.64,272.3,98.5,100.0,Yes
Control,High Value,200.12,237.07,100.0,100.0,No
,High Value,143.31,280.53,100.0,96.6,Yes
Control,Medium Value,203.79,123.76,43.4,100.0,Yes
Treatment,Low Value,249.89,391.06,70.3,63.1,
Treatment,Low Value,210.05,331.58,60.5,73.9,No
Treatment,Low Value,203.79,200.84,55.0,70.5,No
Control,Medium Value,202.87,235.43,80.3,91.3,No
Control,,203.79,307.11,51.9,58.5,No
Treatment,High Value,203.85,316.9,67.3,73.0,No
,High Value,191.88,219.45,100.0,100.0,Yes
Treatment,,277.1,433.05,55.7,67.1,Yes
Control,,173.65,193.93,90.5,73.9,No
,Low Value,185.98,280.53,60.8,69.1,No
Treatment,Low Value,203.79,265.14,70.3,52.4,
,High Value,277.39,413.69,87.8,80.0,No
Control,High Value,263.3,310.15,70.3,82.0,
Treatment,High Value,187.1,302.58,86.3,85.4,Yes
,High Value,203.79,248.86,85.2,95.6,Yes
Control,Low Value,200.54,232.01,49.8,62.8,Yes
Control,High Value,254.52,304.21,93.6,97.3,No
Control,High Value,203.79,268.25,67.8,61.0,No
Control,Medium Value,209.27,241.09,84.9,73.9,No
Control,High Value,166.67,199.96,80.1,84.7,Yes
Control,High Value,203.79,280.53,96.1,91.7,No
Treatment,Low Value,230.23,366.65,58.6,73.9,No
Treatment,Low Value,203.79,300.4,50.8,73.9,Yes
,Medium Value,273.06,428.25,74.9,74.8,No
Control,High Value,231.56,280.53,70.3,82.9,
Control,High Value,192.24,238.77,82.0,89.5,Yes
,High Value,246.97,286.84,88.8,83.1,Yes
Control,High Value,203.79,286.35,94.3,100.0,No
Treatment,High Value,316.72,477.37,70.3,91.9,No
,High Value,203.85,280.53,87.8,100.0,Yes
Treatment,Medium Value,175.97,261.01,79.7,85.3,Yes
,High Value,203.79,414.08,97.6,100.0,Yes
Control,High Value,277.0,324.59,79.6,73.9,Yes
Treatment,Medium Value,203.85,316.9,59.5,65.4,No
Control,High Value,263.47,322.13,100.0,100.0,Yes
Treatment,,141.94,201.34,74.8,67.0,Yes
Control,Low Value,203.79,206.45,64.1,65.3,Yes
,High Value,203.79,254.64,78.6,92.6,No
Treatment,Medium Value,177.44,280.53,65.6,73.9,No
Control,Low Value,145.26,173.1,55.1,76.0,Yes
Treatment,Medium Value,252.4,400.63,73.0,78.7,
Control,,311.16,363.22,70.3,72.9,No
Control,Low Value,239.92,277.61,41.7,52.2,No
Control,High Value,271.74,325.0,89.7,97.9,Yes
Treatment,High Value,205.34,305.88,95.0,73.9,Yes
Treatment,Medium Value,226.38,355.46,67.2,79.7,No
Control,,145.2,173.78,70.3,68.4,Yes
Control,High Value,160.8,191.73,70.3,86.2,No
Treatment,,134.88,200.89,70.3,75.5,Yes
Treatment,Low Value,136.18,208.47,48.6,48.6,No
Treatment,,249.36,280.53,70.3,76.7,No
,Low Value,233.2,286.35,57.2,64.7,Yes
Control,High Value,188.99,221.41,91.9,73.9,No
Control,High Value,262.48,306.99,80.2,73.9,No
Control,Medium Value,267.86,324.52,79.1,80.7,No
Control,High Value,233.97,270.89,94.1,100.0,No
Treatment,High Value,196.86,318.57,84.9,88.6,No
Control,Low Value,178.67,202.75,55.4,56.3,No
Treatment,High Value,203.79,477.37,78.3,100.0,Yes
Treatment,Low Value,195.95,302.04,39.8,73.9,Yes
Control,Low Value,203.85,243.77,70.3,41.6,Yes
Treatment,Medium Value,179.08,289.17,73.3,70.8,No
Control,,171.42,201.41,53.0,66.6,Yes
Treatment,High Value,158.8,234.13,96.8,83.8,No
Control,Low Value,244.68,290.43,61.2,70.3,No
Control,Low Value,193.17,232.45,57.4,47.2,
,Medium Value,170.63,261.46,64.9,56.9,Yes
Control,High Value,219.79,258.31,94.0,87.5,No
,,203.79,404.93,70.3,88.2,Yes
Control,High Value,199.23,239.54,84.7,100.0,No
Control,Low Value,213.04,246.38,61.5,63.9,Yes
,High Value,286.73,280.53,97.8,100.0,No
,High Value,214.63,343.71,86.1,83.6,No
Treatment,Low Value,111.69,180.74,48.0,51.8,Yes
Control,Medium Value,204.18,250.94,70.3,98.9,No
Treatment,Medium Value,181.4,271.99,70.3,84.2,Yes
Control,,136.71,170.48,70.3,73.9,Yes
Treatment,Medium Value,237.6,365.42,66.8,54.0,No
Treatment,Medium Value,253.29,394.36,54.9,51.5,Yes
Control,Medium Value,226.24,268.45,70.3,54.0,Yes
Control,High Value,212.28,246.96,100.0,100.0,No
Control,,226.83,270.05,59.9,62.4,No
Control,High Value,203.72,246.37,75.1,72.2,Yes
Control,Medium Value,203.79,293.42,66.1,82.8,No
Treatment,High Value,212.68,330.83,84.2,95.3,No
Treatment,,181.16,273.11,49.8,60.5,No
Control,Low Value,178.58,210.65,48.3,68.5,No
,Medium Value,316.72,449.04,73.3,55.8,Yes
Control,,179.99,201.78,87.4,97.1,No
Treatment,Low Value,172.28,269.45,66.7,68.9,No
,,115.21,137.79,51.0,73.9,Yes
Control,Low Value,210.54,257.78,70.2,66.8,Yes
Treatment,Low Value,271.38,416.61,46.7,49.1,Yes
Treatment,Medium Value,204.2,314.0,78.2,84.5,Yes
Treatment,High Value,203.87,313.59,100.0,100.0,Yes
Treatment,Low Value,187.63,294.0,53.8,62.6,
,Medium Value,269.44,317.52,62.6,86.1,Yes
Treatment,Low Value,254.4,402.2,55.5,61.9,Yes
Treatment,Low Value,142.73,217.45,56.9,59.8,No
Control,Low Value,226.04,269.75,75.9,73.9,No
Control,Low Value,195.96,228.43,53.9,73.9,No
Control,,291.11,339.19,68.7,63.6,No
Treatment,High Value,203.79,477.37,75.8,83.7,Yes
Control,,303.78,356.23,67.0,73.9,Yes
Treatment,Medium Value,158.07,234.47,69.0,82.8,Yes
Treatment,Medium Value,180.67,277.56,70.3,68.4,No
Treatment,,279.24,422.42,51.5,42.0,Yes
Control,High Value,239.56,281.93,78.2,73.9,Yes
Treatment,Low Value,157.63,242.51,46.7,45.2,No
Control,Medium Value,141.39,173.18,65.8,68.5,No
Control,,195.25,230.79,60.2,71.4,Yes
Control,High Value,204.89,245.16,70.3,100.0,No
,,257.64,386.42,96.3,73.9,No
Treatment,Low Value,209.46,314.22,54.8,52.0,No
Treatment,Medium Value,153.73,242.74,73.8,72.7,Yes
Control,,203.79,183.28,70.3,49.7,Yes
Treatment,Medium Value,269.27,280.53,62.9,73.9,No
Treatment,High Value,291.28,441.18,78.9,76.5,Yes
Treatment,Low Value,186.06,280.53,47.4,40.2,
Treatment,High Value,257.26,402.6,100.0,100.0,Yes
Treatment,Medium Value,162.45,232.07,79.7,99.8,No
Control,Medium Value,209.57,264.58,66.9,69.3,No
Control,Low Value,203.85,243.77,55.7,59.7,Yes
Control,,203.79,313.01,58.6,52.0,No
Control,Low Value,182.75,280.53,49.4,58.7,Yes
Treatment,High Value,226.32,340.23,70.3,100.0,Yes
,Medium Value,149.3,177.22,59.8,64.5,No
,Medium Value,185.9,279.66,63.2,77.4,Yes
Control,,225.86,268.66,97.5,72.6,No
Control,Low Value,180.17,210.81,54.7,71.3,Yes
Control,Low Value,168.46,202.69,53.9,58.0,Yes
Treatment,High Value,299.06,477.32,70.3,73.9,No
Treatment,,233.99,355.45,66.8,73.9,No
Control,Medium Value,211.79,250.85,80.5,73.9,Yes
Treatment,Medium Value,252.8,395.76,63.0,69.7,
Control,Medium Value,220.52,269.12,70.3,77.3,Yes
Control,,316.39,378.92,82.0,87.9,Yes
Control,Medium Value,173.47,200.58,62.2,65.4,No
Treatment,High Value,258.62,388.61,100.0,73.9,No
Control,,99.77,118.54,44.7,57.4,Yes
Control,High Value,223.23,269.13,70.3,83.9,Yes
Control,Medium Value,203.79,269.69,49.9,55.2,Yes
,Low Value,187.21,293.22,49.3,64.1,No
Control,High Value,178.51,202.34,88.7,100.0,
,High Value,203.96,308.92,99.9,100.0,Yes
Control,High Value,179.18,210.69,84.5,95.9,Yes
Treatment,,188.03,291.62,44.8,73.9,No
Control,,284.45,339.95,83.9,73.9,No
Control,Medium Value,203.79,245.71,75.4,75.9,No
,Low Value,203.79,416.06,59.2,66.8,Yes
Treatment,,203.2,304.05,70.3,58.5,Yes
Control,High Value,131.1,154.42,79.0,73.9,No
Treatment,Medium Value,220.48,341.34,64.8,72.9,
Control,Low Value,184.61,218.02,70.3,58.6,Yes
Control,High Value,203.79,378.29,70.3,97.9,Yes
Control,Medium Value,213.92,257.8,61.9,70.3,No
,High Value,225.55,337.91,81.4,75.8,No
Control,High Value,316.72,405.72,63.1,65.4,Yes
Treatment,Low Value,203.79,151.28,38.7,27.9,No
Control,Low Value,174.04,209.9,46.1,45.4,No
Treatment,High Value,253.84,394.04,78.5,79.8,No
Treatment,Low Value,179.65,274.79,49.5,47.6,No
Control,Low Value,104.08,129.07,57.6,54.7,Yes
,Medium Value,244.83,395.1,69.0,75.5,Yes
Control,Medium Value,192.9,233.03,75.7,84.3,Yes
Control,High Value,230.04,283.48,100.0,100.0,Yes
,,203.79,342.96,91.5,100.0,No
Control,High Value,249.84,280.53,70.3,100.0,Yes
Control,High Value,200.83,234.24,94.6,100.0,No
Treatment,Medium Value,239.43,375.29,52.4,73.9,Yes
Control,Low Value,171.22,196.05,51.8,73.9,No
Treatment,Medium Value,203.28,313.06,70.3,89.1,Yes
,High Value,277.57,423.34,90.1,75.4,No
Control,High Value,199.65,241.84,93.1,97.1,Yes
Treatment,Medium Value,243.77,372.54,70.0,64.1,Yes
Control,,200.99,228.74,76.7,78.4,No
Treatment,High Value,205.59,320.68,98.8,73.9,No
Treatment,,162.63,256.51,39.6,48.9,Yes
Treatment,High Value,203.79,301.21,81.7,100.0,Yes
Control,Medium Value,216.46,260.99,50.4,73.9,No
Treatment,High Value,217.88,280.53,40.9,27.6,Yes
Control,High Value,203.79,373.59,96.9,100.0,No
,Low Value,155.95,224.28,60.5,59.3,No
,High Value,266.91,422.37,85.6,72.5,
,High Value,304.09,473.39,81.2,86.7,Yes
Treatment,,316.72,280.53,89.0,86.1,Yes
,Medium Value,172.24,206.39,97.0,96.9,No
,Medium Value,263.2,314.48,61.3,75.0,
,Low Value,203.51,324.81,42.9,49.9,No
Treatment,High Value,203.79,468.45,98.8,100.0,No
Control,Medium Value,188.97,221.15,70.3,69.1,No
Control,Low Value,192.92,244.06,57.1,48.9,No
Control,,212.67,257.28,90.8,95.8,Yes
,Low Value,203.79,214.67,51.7,53.0,No
Treatment,Low Value,197.63,306.6,42.3,73.9,Yes
,Low Value,309.82,280.53,68.3,76.0,No
Control,Low Value,203.79,280.53,70.6,76.0,No
Control,Low Value,176.65,199.64,51.5,41.7,Yes
Control,Low Value,203.79,206.32,64.3,66.9,
Control,Low Value,213.55,251.84,70.3,47.2,Yes
Control,High Value,226.78,271.74,67.9,89.1,Yes
Control,High Value,227.34,265.09,68.7,68.8,No
Treatment,Low Value,137.84,216.92,59.3,73.9,
Treatment,High Value,233.13,367.62,100.0,93.4,No
,Low Value,88.04,136.88,57.6,55.2,No
Control,High Value,203.79,171.15,92.1,73.9,No
Control,Medium Value,202.02,244.24,70.3,65.1,
Control,Low Value,220.64,273.4,46.9,73.9,No
Treatment,,300.83,469.17,79.3,86.0,Yes
Control,,208.26,248.94,53.7,67.1,No
Control,Low Value,212.02,246.46,70.3,60.5,No
Treatment,Medium Value,217.33,336.13,70.3,89.9,Yes
Control,Medium Value,255.4,301.73,88.9,87.4,No
Treatment,Medium Value,222.67,336.18,70.3,79.1,Yes
Treatment,Low Value,203.79,310.64,47.0,53.0,Yes
Control,Medium Value,137.39,161.96,73.1,79.0,No
,,226.19,340.46,67.6,67.6,Yes
Control,High Value,236.19,279.41,87.8,95.2,Yes
Treatment,High Value,203.01,319.77,77.8,73.9,Yes
Control,Medium Value,198.68,230.19,86.6,73.9,
Treatment,,146.71,215.42,65.7,66.7,No
Control,Medium Value,248.8,287.63,87.1,84.0,No
Treatment,Medium Value,117.35,174.13,100.0,99.6,No
Treatment,High Value,229.08,347.93,83.7,86.7,Yes
Treatment,,205.53,307.87,70.3,38.6,Yes
,Medium Value,153.19,186.88,65.3,86.3,No
Control,Medium Value,296.91,357.01,73.3,70.9,
Treatment,High Value,278.61,280.53,89.4,91.3,Yes
Control,Medium Value,252.42,293.66,79.4,72.1,
,Medium Value,294.99,463.35,70.3,77.7,Yes
Control,High Value,233.06,267.82,92.1,90.4,Yes
Treatment,Medium Value,197.29,296.58,70.3,93.4,
,Medium Value,235.66,278.76,83.4,94.6,
Treatment,High Value,316.4,477.37,82.1,76.9,Yes
Treatment,,149.84,245.57,51.1,49.5,No
Treatment,Medium Value,203.79,449.31,64.8,71.3,Yes
Treatment,,140.43,217.71,70.3,49.0,
,Low Value,208.6,247.61,58.9,66.7,No
Treatment,,296.28,465.9,74.9,73.9,No
Control,Low Value,203.79,254.67,70.0,69.2,Yes
Control,Medium Value,267.18,314.89,70.3,74.0,Yes
Treatment,Low Value,203.79,282.12,53.4,54.3,No
Control,High Value,203.79,181.05,100.0,100.0,No
,Medium Value,261.44,308.95,59.3,76.0,Yes
Control,High Value,316.72,412.06,70.3,73.9,Yes
Treatment,High Value,228.71,361.1,74.6,70.0,Yes
,Low Value,220.06,261.64,53.6,58.7,Yes
Control,Low Value,160.32,190.43,50.2,73.9,No
Treatment,High Value,191.81,280.53,72.6,76.0,Yes
Treatment,High Value,242.16,366.4,73.7,73.9,Yes
Control,Medium Value,172.56,193.29,70.3,77.5,Yes
,High Value,203.79,187.75,70.3,57.3,No
Control,,316.72,477.37,73.6,86.9,Yes
Control,,159.44,192.55,52.9,73.9,No
Control,High Value,258.64,302.88,83.2,98.5,
Treatment,High Value,129.6,207.71,84.3,73.9,No
Control,Low Value,203.79,256.35,70.2,60.1,Yes
Treatment,Medium Value,178.96,282.63,72.0,86.4,No
Treatment,Low Value,202.95,322.04,56.5,73.9,No
,Low Value,201.13,233.87,58.2,51.9,No
Treatment,High Value,232.58,346.4,89.8,100.0,Yes
Treatment,,203.85,316.9,90.7,73.9,No
,Medium Value,198.81,317.7,70.3,75.3,Yes
Treatment,,251.11,402.57,82.2,77.1,Yes
Treatment,Medium Value,201.44,297.48,67.3,68.0,No
Control,,203.79,280.53,60.3,59.5,No
Treatment,Medium Value,117.16,170.31,99.9,40.5,No
Control,Medium Value,203.85,243.77,76.9,85.4,Yes
Control,High Value,261.16,316.22,93.7,100.0,Yes
,Low Value,88.04,280.53,66.9,63.3,No
,Low Value,276.35,321.14,45.7,52.4,Yes
Control,,133.16,155.65,89.3,100.0,Yes
Control,High Value,203.79,280.53,71.5,78.0,No
Treatment,Medium Value,203.79,393.66,57.3,60.1,No
Treatment,High Value,172.15,258.4,70.3,73.9,No
,Low Value,203.79,328.79,70.3,73.9,No
Control,High Value,194.8,228.73,83.7,90.2,
Treatment,High Value,203.79,356.73,84.3,68.8,No
Treatment,Medium Value,203.79,374.15,65.7,76.0,No
Treatment,,203.85,316.9,89.9,85.8,Yes
Control,Medium Value,169.62,198.69,66.9,56.0,No
Treatment,Medium Value,225.17,347.83,89.3,79.2,No
Control,Low Value,178.7,224.19,70.3,49.8,Yes
Treatment,High Value,237.36,371.73,85.2,100.0,No
Control,High Value,229.03,274.1,93.2,94.1,No
Control,Medium Value,139.12,168.59,90.9,89.6,No
Control,Low Value,142.02,171.28,55.8,73.9,No
Treatment,Low Value,162.97,255.99,53.5,61.7,No
Treatment,,252.17,395.71,70.3,96.0,No
Control,Medium Value,160.96,184.57,70.3,73.9,Yes
Treatment,High Value,203.79,475.9,75.7,100.0,Yes
Control,High Value,243.84,294.49,89.0,99.8,Yes
Control,Low Value,199.32,238.9,70.2,73.9,Yes
Treatment,Low Value,183.3,279.05,57.1,74.2,No
Treatment,High Value,203.79,223.77,74.7,76.8,Yes
Treatment,Medium Value,235.57,368.25,77.8,77.6,No
Control,Medium Value,172.02,280.53,77.1,67.5,No
Control,High Value,155.67,173.87,91.2,84.5,Yes
Treatment,,203.79,288.09,100.0,100.0,Yes
,Medium Value,203.79,235.66,80.4,51.4,No
,Medium Value,102.7,154.79,79.8,74.1,
Control,Medium Value,193.73,223.27,53.2,73.9,Yes
Treatment,High Value,203.79,280.53,96.9,100.0,No
Treatment,Low Value,203.79,304.54,52.7,60.2,No
Control,,267.64,307.23,70.3,91.8,No
Treatment,Medium Value,197.63,280.53,62.6,63.5,No
Treatment,Medium Value,267.04,412.74,81.1,100.0,No
Control,High Value,149.86,173.16,100.0,88.6,No
Treatment,Low Value,203.79,327.39,70.3,53.2,Yes
